"State","Date","Active","Confirmed","Deaths","Recovered","Pop","pct"
"Alabama",2020-02-26,0,0,0,0,4903185,"0"
"Alabama",2020-02-27,0,0,0,0,4903185,"0"
"Alabama",2020-02-28,0,0,0,0,4903185,"0"
"Alabama",2020-02-29,0,0,0,0,4903185,"0"
"Alabama",2020-03-01,0,0,0,0,4903185,"0"
"Alabama",2020-03-02,0,0,0,0,4903185,"0"
"Alabama",2020-03-03,0,0,0,0,4903185,"0"
"Alabama",2020-03-04,0,0,0,0,4903185,"0"
"Alabama",2020-03-05,0,0,0,0,4903185,"0"
"Alabama",2020-03-06,0,0,0,0,4903185,"0"
"Alabama",2020-03-07,0,0,0,0,4903185,"0"
"Alabama",2020-03-08,0,0,0,0,4903185,"0"
"Alabama",2020-03-09,0,0,0,0,4903185,"0"
"Alabama",2020-03-10,0,0,0,0,4903185,"0"
"Alabama",2020-03-11,0,0,0,0,4903185,"0"
"Alabama",2020-03-12,0,0,0,0,4903185,"0"
"Alabama",2020-03-13,5,5,0,0,4903185,"0.0001"
"Alabama",2020-03-14,6,6,0,0,4903185,"0.0001"
"Alabama",2020-03-15,12,12,0,0,4903185,"0.0002"
"Alabama",2020-03-16,29,29,0,0,4903185,"0.0006"
"Alabama",2020-03-17,39,39,0,0,4903185,"0.0008"
"Alabama",2020-03-18,46,46,0,0,4903185,"0.0009"
"Alabama",2020-03-19,78,78,0,0,4903185,"0.0016"
"Alabama",2020-03-20,83,83,0,0,4903185,"0.0017"
"Alabama",2020-03-21,131,131,0,0,4903185,"0.0027"
"Alabama",2020-03-22,138,138,0,0,4903185,"0.0028"
"Alabama",2020-03-23,138,138,0,0,4903185,"0.0028"
"Alaska",2020-01-22,0,0,0,0,731545,"0"
"Alaska",2020-01-23,0,0,0,0,731545,"0"
"Alaska",2020-01-24,0,0,0,0,731545,"0"
"Alaska",2020-01-25,0,0,0,0,731545,"0"
"Alaska",2020-01-26,0,0,0,0,731545,"0"
"Alaska",2020-01-27,0,0,0,0,731545,"0"
"Alaska",2020-01-28,0,0,0,0,731545,"0"
"Alaska",2020-01-29,0,0,0,0,731545,"0"
"Alaska",2020-01-30,0,0,0,0,731545,"0"
"Alaska",2020-01-31,0,0,0,0,731545,"0"
"Alaska",2020-02-01,0,0,0,0,731545,"0"
"Alaska",2020-02-02,0,0,0,0,731545,"0"
"Alaska",2020-02-03,0,0,0,0,731545,"0"
"Alaska",2020-02-04,0,0,0,0,731545,"0"
"Alaska",2020-02-05,0,0,0,0,731545,"0"
"Alaska",2020-02-06,0,0,0,0,731545,"0"
"Alaska",2020-02-07,0,0,0,0,731545,"0"
"Alaska",2020-02-08,0,0,0,0,731545,"0"
"Alaska",2020-02-09,0,0,0,0,731545,"0"
"Alaska",2020-02-10,0,0,0,0,731545,"0"
"Alaska",2020-02-11,0,0,0,0,731545,"0"
"Alaska",2020-02-12,0,0,0,0,731545,"0"
"Alaska",2020-02-13,0,0,0,0,731545,"0"
"Alaska",2020-02-14,0,0,0,0,731545,"0"
"Alaska",2020-02-15,0,0,0,0,731545,"0"
"Alaska",2020-02-16,0,0,0,0,731545,"0"
"Alaska",2020-02-17,0,0,0,0,731545,"0"
"Alaska",2020-02-18,0,0,0,0,731545,"0"
"Alaska",2020-02-19,0,0,0,0,731545,"0"
"Alaska",2020-02-20,0,0,0,0,731545,"0"
"Alaska",2020-02-21,0,0,0,0,731545,"0"
"Alaska",2020-02-22,0,0,0,0,731545,"0"
"Alaska",2020-02-23,0,0,0,0,731545,"0"
"Alaska",2020-02-24,0,0,0,0,731545,"0"
"Alaska",2020-02-25,0,0,0,0,731545,"0"
"Alaska",2020-02-26,0,0,0,0,731545,"0"
"Alaska",2020-02-27,0,0,0,0,731545,"0"
"Alaska",2020-02-28,0,0,0,0,731545,"0"
"Alaska",2020-02-29,0,0,0,0,731545,"0"
"Alaska",2020-03-01,0,0,0,0,731545,"0"
"Alaska",2020-03-02,0,0,0,0,731545,"0"
"Alaska",2020-03-03,0,0,0,0,731545,"0"
"Alaska",2020-03-04,0,0,0,0,731545,"0"
"Alaska",2020-03-05,0,0,0,0,731545,"0"
"Alaska",2020-03-06,0,0,0,0,731545,"0"
"Alaska",2020-03-07,0,0,0,0,731545,"0"
"Alaska",2020-03-08,0,0,0,0,731545,"0"
"Alaska",2020-03-09,0,0,0,0,731545,"0"
"Alaska",2020-03-10,0,0,0,0,731545,"0"
"Alaska",2020-03-11,0,0,0,0,731545,"0"
"Alaska",2020-03-12,0,0,0,0,731545,"0"
"Alaska",2020-03-13,1,1,0,0,731545,"0.0001"
"Alaska",2020-03-14,1,1,0,0,731545,"0.0001"
"Alaska",2020-03-15,1,1,0,0,731545,"0.0001"
"Alaska",2020-03-16,1,1,0,0,731545,"0.0001"
"Alaska",2020-03-17,3,3,0,0,731545,"0.0004"
"Alaska",2020-03-18,6,6,0,0,731545,"0.0008"
"Alaska",2020-03-19,9,9,0,0,731545,"0.0012"
"Alaska",2020-03-20,12,12,0,0,731545,"0.0016"
"Alaska",2020-03-21,15,15,0,0,731545,"0.0021"
"Alaska",2020-03-22,21,21,0,0,731545,"0.0029"
"Alaska",2020-03-23,21,21,0,0,731545,"0.0029"
"Arizona",2020-01-22,0,0,0,0,7278717,"0"
"Arizona",2020-01-23,0,0,0,0,7278717,"0"
"Arizona",2020-01-24,0,0,0,0,7278717,"0"
"Arizona",2020-01-25,0,0,0,0,7278717,"0"
"Arizona",2020-01-26,0,0,0,0,7278717,"0"
"Arizona",2020-01-27,0,0,0,0,7278717,"0"
"Arizona",2020-01-28,0,0,0,0,7278717,"0"
"Arizona",2020-01-29,0,0,0,0,7278717,"0"
"Arizona",2020-01-30,0,0,0,0,7278717,"0"
"Arizona",2020-01-31,0,0,0,0,7278717,"0"
"Arizona",2020-02-01,0,0,0,0,7278717,"0"
"Arizona",2020-02-02,0,0,0,0,7278717,"0"
"Arizona",2020-02-03,0,0,0,0,7278717,"0"
"Arizona",2020-02-04,0,0,0,0,7278717,"0"
"Arizona",2020-02-05,0,0,0,0,7278717,"0"
"Arizona",2020-02-06,0,0,0,0,7278717,"0"
"Arizona",2020-02-07,0,0,0,0,7278717,"0"
"Arizona",2020-02-08,0,0,0,0,7278717,"0"
"Arizona",2020-02-09,0,0,0,0,7278717,"0"
"Arizona",2020-02-10,0,0,0,0,7278717,"0"
"Arizona",2020-02-11,0,0,0,0,7278717,"0"
"Arizona",2020-02-12,0,0,0,0,7278717,"0"
"Arizona",2020-02-13,0,0,0,0,7278717,"0"
"Arizona",2020-02-14,0,0,0,0,7278717,"0"
"Arizona",2020-02-15,0,0,0,0,7278717,"0"
"Arizona",2020-02-16,0,0,0,0,7278717,"0"
"Arizona",2020-02-17,0,0,0,0,7278717,"0"
"Arizona",2020-02-18,0,0,0,0,7278717,"0"
"Arizona",2020-02-19,0,0,0,0,7278717,"0"
"Arizona",2020-02-20,0,0,0,0,7278717,"0"
"Arizona",2020-02-21,0,0,0,0,7278717,"0"
"Arizona",2020-02-22,0,0,0,0,7278717,"0"
"Arizona",2020-02-23,0,0,0,0,7278717,"0"
"Arizona",2020-02-24,0,0,0,0,7278717,"0"
"Arizona",2020-02-25,0,0,0,0,7278717,"0"
"Arizona",2020-02-26,0,0,0,0,7278717,"0"
"Arizona",2020-02-27,0,0,0,0,7278717,"0"
"Arizona",2020-02-28,0,0,0,0,7278717,"0"
"Arizona",2020-02-29,0,0,0,0,7278717,"0"
"Arizona",2020-03-01,0,0,0,0,7278717,"0"
"Arizona",2020-03-02,0,0,0,0,7278717,"0"
"Arizona",2020-03-03,0,0,0,0,7278717,"0"
"Arizona",2020-03-04,0,0,0,0,7278717,"0"
"Arizona",2020-03-05,0,0,0,0,7278717,"0"
"Arizona",2020-03-06,0,0,0,0,7278717,"0"
"Arizona",2020-03-07,0,0,0,0,7278717,"0"
"Arizona",2020-03-08,0,0,0,0,7278717,"0"
"Arizona",2020-03-09,0,0,0,0,7278717,"0"
"Arizona",2020-03-10,5,6,0,1,7278717,"0.0001"
"Arizona",2020-03-11,8,9,0,1,7278717,"0.0001"
"Arizona",2020-03-12,8,9,0,1,7278717,"0.0001"
"Arizona",2020-03-13,8,9,0,1,7278717,"0.0001"
"Arizona",2020-03-14,11,12,0,1,7278717,"0.0002"
"Arizona",2020-03-15,12,13,0,1,7278717,"0.0002"
"Arizona",2020-03-16,17,18,0,1,7278717,"0.0002"
"Arizona",2020-03-17,19,20,0,1,7278717,"0.0003"
"Arizona",2020-03-18,27,27,0,0,7278717,"0.0004"
"Arizona",2020-03-19,45,45,0,0,7278717,"0.0006"
"Arizona",2020-03-20,78,78,0,0,7278717,"0.0011"
"Arizona",2020-03-21,117,118,1,0,7278717,"0.0016"
"Arizona",2020-03-22,150,152,2,0,7278717,"0.0021"
"Arizona",2020-03-23,150,152,2,0,7278717,"0.0021"
"Arkansas",2020-01-22,0,0,0,0,3017804,"0"
"Arkansas",2020-01-23,0,0,0,0,3017804,"0"
"Arkansas",2020-01-24,0,0,0,0,3017804,"0"
"Arkansas",2020-01-25,0,0,0,0,3017804,"0"
"Arkansas",2020-01-26,0,0,0,0,3017804,"0"
"Arkansas",2020-01-27,0,0,0,0,3017804,"0"
"Arkansas",2020-01-28,0,0,0,0,3017804,"0"
"Arkansas",2020-01-29,0,0,0,0,3017804,"0"
"Arkansas",2020-01-30,0,0,0,0,3017804,"0"
"Arkansas",2020-01-31,0,0,0,0,3017804,"0"
"Arkansas",2020-02-01,0,0,0,0,3017804,"0"
"Arkansas",2020-02-02,0,0,0,0,3017804,"0"
"Arkansas",2020-02-03,0,0,0,0,3017804,"0"
"Arkansas",2020-02-04,0,0,0,0,3017804,"0"
"Arkansas",2020-02-05,0,0,0,0,3017804,"0"
"Arkansas",2020-02-06,0,0,0,0,3017804,"0"
"Arkansas",2020-02-07,0,0,0,0,3017804,"0"
"Arkansas",2020-02-08,0,0,0,0,3017804,"0"
"Arkansas",2020-02-09,0,0,0,0,3017804,"0"
"Arkansas",2020-02-10,0,0,0,0,3017804,"0"
"Arkansas",2020-02-11,0,0,0,0,3017804,"0"
"Arkansas",2020-02-12,0,0,0,0,3017804,"0"
"Arkansas",2020-02-13,0,0,0,0,3017804,"0"
"Arkansas",2020-02-14,0,0,0,0,3017804,"0"
"Arkansas",2020-02-15,0,0,0,0,3017804,"0"
"Arkansas",2020-02-16,0,0,0,0,3017804,"0"
"Arkansas",2020-02-17,0,0,0,0,3017804,"0"
"Arkansas",2020-02-18,0,0,0,0,3017804,"0"
"Arkansas",2020-02-19,0,0,0,0,3017804,"0"
"Arkansas",2020-02-20,0,0,0,0,3017804,"0"
"Arkansas",2020-02-21,0,0,0,0,3017804,"0"
"Arkansas",2020-02-22,0,0,0,0,3017804,"0"
"Arkansas",2020-02-23,0,0,0,0,3017804,"0"
"Arkansas",2020-02-24,0,0,0,0,3017804,"0"
"Arkansas",2020-02-25,0,0,0,0,3017804,"0"
"Arkansas",2020-02-26,0,0,0,0,3017804,"0"
"Arkansas",2020-02-27,0,0,0,0,3017804,"0"
"Arkansas",2020-02-28,0,0,0,0,3017804,"0"
"Arkansas",2020-02-29,0,0,0,0,3017804,"0"
"Arkansas",2020-03-01,0,0,0,0,3017804,"0"
"Arkansas",2020-03-02,0,0,0,0,3017804,"0"
"Arkansas",2020-03-03,0,0,0,0,3017804,"0"
"Arkansas",2020-03-04,0,0,0,0,3017804,"0"
"Arkansas",2020-03-05,0,0,0,0,3017804,"0"
"Arkansas",2020-03-06,0,0,0,0,3017804,"0"
"Arkansas",2020-03-07,0,0,0,0,3017804,"0"
"Arkansas",2020-03-08,0,0,0,0,3017804,"0"
"Arkansas",2020-03-09,0,0,0,0,3017804,"0"
"Arkansas",2020-03-10,0,0,0,0,3017804,"0"
"Arkansas",2020-03-11,1,1,0,0,3017804,"0"
"Arkansas",2020-03-12,6,6,0,0,3017804,"0.0002"
"Arkansas",2020-03-13,6,6,0,0,3017804,"0.0002"
"Arkansas",2020-03-14,12,12,0,0,3017804,"0.0004"
"Arkansas",2020-03-15,16,16,0,0,3017804,"0.0005"
"Arkansas",2020-03-16,22,22,0,0,3017804,"0.0007"
"Arkansas",2020-03-17,22,22,0,0,3017804,"0.0007"
"Arkansas",2020-03-18,33,33,0,0,3017804,"0.0011"
"Arkansas",2020-03-19,62,62,0,0,3017804,"0.0021"
"Arkansas",2020-03-20,96,96,0,0,3017804,"0.0032"
"Arkansas",2020-03-21,122,122,0,0,3017804,"0.004"
"Arkansas",2020-03-22,165,165,0,0,3017804,"0.0055"
"Arkansas",2020-03-23,165,165,0,0,3017804,"0.0055"
"California",2020-01-22,0,0,0,0,39512223,"0"
"California",2020-01-23,0,0,0,0,39512223,"0"
"California",2020-01-24,0,0,0,0,39512223,"0"
"California",2020-01-25,0,0,0,0,39512223,"0"
"California",2020-01-26,0,0,0,0,39512223,"0"
"California",2020-01-27,0,0,0,0,39512223,"0"
"California",2020-01-28,0,0,0,0,39512223,"0"
"California",2020-01-29,0,0,0,0,39512223,"0"
"California",2020-01-30,0,0,0,0,39512223,"0"
"California",2020-01-31,0,0,0,0,39512223,"0"
"California",2020-02-01,0,0,0,0,39512223,"0"
"California",2020-02-02,0,0,0,0,39512223,"0"
"California",2020-02-03,0,0,0,0,39512223,"0"
"California",2020-02-04,0,0,0,0,39512223,"0"
"California",2020-02-05,0,0,0,0,39512223,"0"
"California",2020-02-06,0,0,0,0,39512223,"0"
"California",2020-02-07,0,0,0,0,39512223,"0"
"California",2020-02-08,0,0,0,0,39512223,"0"
"California",2020-02-09,0,0,0,0,39512223,"0"
"California",2020-02-10,0,0,0,0,39512223,"0"
"California",2020-02-11,0,0,0,0,39512223,"0"
"California",2020-02-12,0,0,0,0,39512223,"0"
"California",2020-02-13,0,0,0,0,39512223,"0"
"California",2020-02-14,0,0,0,0,39512223,"0"
"California",2020-02-15,0,0,0,0,39512223,"0"
"California",2020-02-16,0,0,0,0,39512223,"0"
"California",2020-02-17,0,0,0,0,39512223,"0"
"California",2020-02-18,0,0,0,0,39512223,"0"
"California",2020-02-19,0,0,0,0,39512223,"0"
"California",2020-02-20,0,0,0,0,39512223,"0"
"California",2020-02-21,0,0,0,0,39512223,"0"
"California",2020-02-22,0,0,0,0,39512223,"0"
"California",2020-02-23,0,0,0,0,39512223,"0"
"California",2020-02-24,0,0,0,0,39512223,"0"
"California",2020-02-25,0,0,0,0,39512223,"0"
"California",2020-02-26,0,0,0,0,39512223,"0"
"California",2020-02-27,0,0,0,0,39512223,"0"
"California",2020-02-28,0,0,0,0,39512223,"0"
"California",2020-02-29,0,0,0,0,39512223,"0"
"California",2020-03-01,0,0,0,0,39512223,"0"
"California",2020-03-02,0,0,0,0,39512223,"0"
"California",2020-03-03,0,0,0,0,39512223,"0"
"California",2020-03-04,0,0,0,0,39512223,"0"
"California",2020-03-05,0,0,0,0,39512223,"0"
"California",2020-03-06,0,0,0,0,39512223,"0"
"California",2020-03-07,0,0,0,0,39512223,"0"
"California",2020-03-08,0,0,0,0,39512223,"0"
"California",2020-03-09,0,0,0,0,39512223,"0"
"California",2020-03-10,140,144,2,2,39512223,"0.0004"
"California",2020-03-11,172,177,3,2,39512223,"0.0004"
"California",2020-03-12,211,221,4,6,39512223,"0.0006"
"California",2020-03-13,272,282,4,6,39512223,"0.0007"
"California",2020-03-14,329,340,5,6,39512223,"0.0009"
"California",2020-03-15,414,426,6,6,39512223,"0.0011"
"California",2020-03-16,544,557,7,6,39512223,"0.0014"
"California",2020-03-17,680,698,12,6,39512223,"0.0018"
"California",2020-03-18,738,751,13,0,39512223,"0.0019"
"California",2020-03-19,934,952,18,0,39512223,"0.0024"
"California",2020-03-20,1154,1177,23,0,39512223,"0.003"
"California",2020-03-21,1340,1364,24,0,39512223,"0.0035"
"California",2020-03-22,1612,1642,30,0,39512223,"0.0042"
"California",2020-03-23,1612,1642,30,0,39512223,"0.0042"
"Colorado",2020-01-22,0,0,0,0,5758736,"0"
"Colorado",2020-01-23,0,0,0,0,5758736,"0"
"Colorado",2020-01-24,0,0,0,0,5758736,"0"
"Colorado",2020-01-25,0,0,0,0,5758736,"0"
"Colorado",2020-01-26,0,0,0,0,5758736,"0"
"Colorado",2020-01-27,0,0,0,0,5758736,"0"
"Colorado",2020-01-28,0,0,0,0,5758736,"0"
"Colorado",2020-01-29,0,0,0,0,5758736,"0"
"Colorado",2020-01-30,0,0,0,0,5758736,"0"
"Colorado",2020-01-31,0,0,0,0,5758736,"0"
"Colorado",2020-02-01,0,0,0,0,5758736,"0"
"Colorado",2020-02-02,0,0,0,0,5758736,"0"
"Colorado",2020-02-03,0,0,0,0,5758736,"0"
"Colorado",2020-02-04,0,0,0,0,5758736,"0"
"Colorado",2020-02-05,0,0,0,0,5758736,"0"
"Colorado",2020-02-06,0,0,0,0,5758736,"0"
"Colorado",2020-02-07,0,0,0,0,5758736,"0"
"Colorado",2020-02-08,0,0,0,0,5758736,"0"
"Colorado",2020-02-09,0,0,0,0,5758736,"0"
"Colorado",2020-02-10,0,0,0,0,5758736,"0"
"Colorado",2020-02-11,0,0,0,0,5758736,"0"
"Colorado",2020-02-12,0,0,0,0,5758736,"0"
"Colorado",2020-02-13,0,0,0,0,5758736,"0"
"Colorado",2020-02-14,0,0,0,0,5758736,"0"
"Colorado",2020-02-15,0,0,0,0,5758736,"0"
"Colorado",2020-02-16,0,0,0,0,5758736,"0"
"Colorado",2020-02-17,0,0,0,0,5758736,"0"
"Colorado",2020-02-18,0,0,0,0,5758736,"0"
"Colorado",2020-02-19,0,0,0,0,5758736,"0"
"Colorado",2020-02-20,0,0,0,0,5758736,"0"
"Colorado",2020-02-21,0,0,0,0,5758736,"0"
"Colorado",2020-02-22,0,0,0,0,5758736,"0"
"Colorado",2020-02-23,0,0,0,0,5758736,"0"
"Colorado",2020-02-24,0,0,0,0,5758736,"0"
"Colorado",2020-02-25,0,0,0,0,5758736,"0"
"Colorado",2020-02-26,0,0,0,0,5758736,"0"
"Colorado",2020-02-27,0,0,0,0,5758736,"0"
"Colorado",2020-02-28,0,0,0,0,5758736,"0"
"Colorado",2020-02-29,0,0,0,0,5758736,"0"
"Colorado",2020-03-01,0,0,0,0,5758736,"0"
"Colorado",2020-03-02,0,0,0,0,5758736,"0"
"Colorado",2020-03-03,0,0,0,0,5758736,"0"
"Colorado",2020-03-04,0,0,0,0,5758736,"0"
"Colorado",2020-03-05,0,0,0,0,5758736,"0"
"Colorado",2020-03-06,0,0,0,0,5758736,"0"
"Colorado",2020-03-07,0,0,0,0,5758736,"0"
"Colorado",2020-03-08,0,0,0,0,5758736,"0"
"Colorado",2020-03-09,0,0,0,0,5758736,"0"
"Colorado",2020-03-10,15,15,0,0,5758736,"0.0003"
"Colorado",2020-03-11,34,34,0,0,5758736,"0.0006"
"Colorado",2020-03-12,45,45,0,0,5758736,"0.0008"
"Colorado",2020-03-13,49,49,0,0,5758736,"0.0009"
"Colorado",2020-03-14,100,101,1,0,5758736,"0.0018"
"Colorado",2020-03-15,130,131,1,0,5758736,"0.0023"
"Colorado",2020-03-16,159,160,1,0,5758736,"0.0028"
"Colorado",2020-03-17,158,160,2,0,5758736,"0.0028"
"Colorado",2020-03-18,182,184,2,0,5758736,"0.0032"
"Colorado",2020-03-19,273,277,4,0,5758736,"0.0048"
"Colorado",2020-03-20,359,363,4,0,5758736,"0.0063"
"Colorado",2020-03-21,386,390,4,0,5758736,"0.0068"
"Colorado",2020-03-22,470,476,6,0,5758736,"0.0083"
"Colorado",2020-03-23,470,476,6,0,5758736,"0.0083"
"Connecticut",2020-01-22,0,0,0,0,3565287,"0"
"Connecticut",2020-01-23,0,0,0,0,3565287,"0"
"Connecticut",2020-01-24,0,0,0,0,3565287,"0"
"Connecticut",2020-01-25,0,0,0,0,3565287,"0"
"Connecticut",2020-01-26,0,0,0,0,3565287,"0"
"Connecticut",2020-01-27,0,0,0,0,3565287,"0"
"Connecticut",2020-01-28,0,0,0,0,3565287,"0"
"Connecticut",2020-01-29,0,0,0,0,3565287,"0"
"Connecticut",2020-01-30,0,0,0,0,3565287,"0"
"Connecticut",2020-01-31,0,0,0,0,3565287,"0"
"Connecticut",2020-02-01,0,0,0,0,3565287,"0"
"Connecticut",2020-02-02,0,0,0,0,3565287,"0"
"Connecticut",2020-02-03,0,0,0,0,3565287,"0"
"Connecticut",2020-02-04,0,0,0,0,3565287,"0"
"Connecticut",2020-02-05,0,0,0,0,3565287,"0"
"Connecticut",2020-02-06,0,0,0,0,3565287,"0"
"Connecticut",2020-02-07,0,0,0,0,3565287,"0"
"Connecticut",2020-02-08,0,0,0,0,3565287,"0"
"Connecticut",2020-02-09,0,0,0,0,3565287,"0"
"Connecticut",2020-02-10,0,0,0,0,3565287,"0"
"Connecticut",2020-02-11,0,0,0,0,3565287,"0"
"Connecticut",2020-02-12,0,0,0,0,3565287,"0"
"Connecticut",2020-02-13,0,0,0,0,3565287,"0"
"Connecticut",2020-02-14,0,0,0,0,3565287,"0"
"Connecticut",2020-02-15,0,0,0,0,3565287,"0"
"Connecticut",2020-02-16,0,0,0,0,3565287,"0"
"Connecticut",2020-02-17,0,0,0,0,3565287,"0"
"Connecticut",2020-02-18,0,0,0,0,3565287,"0"
"Connecticut",2020-02-19,0,0,0,0,3565287,"0"
"Connecticut",2020-02-20,0,0,0,0,3565287,"0"
"Connecticut",2020-02-21,0,0,0,0,3565287,"0"
"Connecticut",2020-02-22,0,0,0,0,3565287,"0"
"Connecticut",2020-02-23,0,0,0,0,3565287,"0"
"Connecticut",2020-02-24,0,0,0,0,3565287,"0"
"Connecticut",2020-02-25,0,0,0,0,3565287,"0"
"Connecticut",2020-02-26,0,0,0,0,3565287,"0"
"Connecticut",2020-02-27,0,0,0,0,3565287,"0"
"Connecticut",2020-02-28,0,0,0,0,3565287,"0"
"Connecticut",2020-02-29,0,0,0,0,3565287,"0"
"Connecticut",2020-03-01,0,0,0,0,3565287,"0"
"Connecticut",2020-03-02,0,0,0,0,3565287,"0"
"Connecticut",2020-03-03,0,0,0,0,3565287,"0"
"Connecticut",2020-03-04,0,0,0,0,3565287,"0"
"Connecticut",2020-03-05,0,0,0,0,3565287,"0"
"Connecticut",2020-03-06,0,0,0,0,3565287,"0"
"Connecticut",2020-03-07,0,0,0,0,3565287,"0"
"Connecticut",2020-03-08,0,0,0,0,3565287,"0"
"Connecticut",2020-03-09,0,0,0,0,3565287,"0"
"Connecticut",2020-03-10,2,2,0,0,3565287,"0.0001"
"Connecticut",2020-03-11,3,3,0,0,3565287,"0.0001"
"Connecticut",2020-03-12,5,5,0,0,3565287,"0.0001"
"Connecticut",2020-03-13,11,11,0,0,3565287,"0.0003"
"Connecticut",2020-03-14,22,22,0,0,3565287,"0.0006"
"Connecticut",2020-03-15,24,24,0,0,3565287,"0.0007"
"Connecticut",2020-03-16,30,30,0,0,3565287,"0.0008"
"Connecticut",2020-03-17,68,68,0,0,3565287,"0.0019"
"Connecticut",2020-03-18,68,68,0,0,3565287,"0.0019"
"Connecticut",2020-03-19,157,159,2,0,3565287,"0.0045"
"Connecticut",2020-03-20,191,194,3,0,3565287,"0.0054"
"Connecticut",2020-03-21,190,194,4,0,3565287,"0.0054"
"Connecticut",2020-03-22,218,223,5,0,3565287,"0.0063"
"Connecticut",2020-03-23,218,223,5,0,3565287,"0.0063"
"Delaware",2020-01-22,0,0,0,0,973764,"0"
"Delaware",2020-01-23,0,0,0,0,973764,"0"
"Delaware",2020-01-24,0,0,0,0,973764,"0"
"Delaware",2020-01-25,0,0,0,0,973764,"0"
"Delaware",2020-01-26,0,0,0,0,973764,"0"
"Delaware",2020-01-27,0,0,0,0,973764,"0"
"Delaware",2020-01-28,0,0,0,0,973764,"0"
"Delaware",2020-01-29,0,0,0,0,973764,"0"
"Delaware",2020-01-30,0,0,0,0,973764,"0"
"Delaware",2020-01-31,0,0,0,0,973764,"0"
"Delaware",2020-02-01,0,0,0,0,973764,"0"
"Delaware",2020-02-02,0,0,0,0,973764,"0"
"Delaware",2020-02-03,0,0,0,0,973764,"0"
"Delaware",2020-02-04,0,0,0,0,973764,"0"
"Delaware",2020-02-05,0,0,0,0,973764,"0"
"Delaware",2020-02-06,0,0,0,0,973764,"0"
"Delaware",2020-02-07,0,0,0,0,973764,"0"
"Delaware",2020-02-08,0,0,0,0,973764,"0"
"Delaware",2020-02-09,0,0,0,0,973764,"0"
"Delaware",2020-02-10,0,0,0,0,973764,"0"
"Delaware",2020-02-11,0,0,0,0,973764,"0"
"Delaware",2020-02-12,0,0,0,0,973764,"0"
"Delaware",2020-02-13,0,0,0,0,973764,"0"
"Delaware",2020-02-14,0,0,0,0,973764,"0"
"Delaware",2020-02-15,0,0,0,0,973764,"0"
"Delaware",2020-02-16,0,0,0,0,973764,"0"
"Delaware",2020-02-17,0,0,0,0,973764,"0"
"Delaware",2020-02-18,0,0,0,0,973764,"0"
"Delaware",2020-02-19,0,0,0,0,973764,"0"
"Delaware",2020-02-20,0,0,0,0,973764,"0"
"Delaware",2020-02-21,0,0,0,0,973764,"0"
"Delaware",2020-02-22,0,0,0,0,973764,"0"
"Delaware",2020-02-23,0,0,0,0,973764,"0"
"Delaware",2020-02-24,0,0,0,0,973764,"0"
"Delaware",2020-02-25,0,0,0,0,973764,"0"
"Delaware",2020-02-26,0,0,0,0,973764,"0"
"Delaware",2020-02-27,0,0,0,0,973764,"0"
"Delaware",2020-02-28,0,0,0,0,973764,"0"
"Delaware",2020-02-29,0,0,0,0,973764,"0"
"Delaware",2020-03-01,0,0,0,0,973764,"0"
"Delaware",2020-03-02,0,0,0,0,973764,"0"
"Delaware",2020-03-03,0,0,0,0,973764,"0"
